Name,Address,City,State,Zipcode,Bandwitdh ( DIA or Broadband) Prediction,Direct or Wholesale Prediction,DQE ICP Focus,Provider And Connectivity,Website,Phone,LinkedIn Url,No Of Employees,Est Telco Spend,Entity Employee count,Entity Telco Spend,Location Type,Competitive Rating,canon_name,addr_zip_key,Network Build Status,Building Connection Status,Building Category,Access Medium,Install Interval,Supplier Name,Global Location ID,Custom Pricing Zone,Simple Status,Structure Status,Structure Type,Alternate Address,No IPL,Vanity Name,Building Management Company,Dist to Fiber Term Pt,Total Costs,Address Feedback,Country,Founded,API_EntityName,API_Website,API_Phone,API_LinkedIn,API_NoOfEmployees,API_MonthlyNetworkSpend,API_Revenue,API_Industry,API_FoundedYear,API_LocationType,API_LocationCount,DQE_Site_Distance,DQE_Connection_Status,DQE_Access_Medium,DQE_Network_Status,SITE_All_Competitors,API_Additional_Tenants
Carnegie Library Of Pittsburgh,612 Smithfield St,Pittsburgh,Pennsylvania,15222,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://carnegielibraryofpittsburgh.com,412-281-7141,https://www.linkedin.com/company/carnegie-library-of-pittsburgh,184,6173,418,18926,Commercial Building,Red,carnegie library of pittsburgh,612 smithfield st|15222,Connected,OnNet,Commercial Building,Fiber,30,DQE COMMUNICATIONS,US87G2C2R3+M4MBS00,,,Existing Lit - Single Entrance,Building,,No,Carnegie Library Downtown,,,0,ok,,,Carnegie Library Of Pittsburgh - East Liberty,https://www.carnegielibrary.org,,https://www.linkedin.com/company/carnegie-library-of-pittsburgh,228,15750.00,75000000,Libraries and Archives,1984,N/A,56,0,OnNet,Fiber,Connected,"2PIFI INC, ALTICE USA, AT&T, BUCKEYE BROADBAND, Beyond Reach, CNI, COGENT COMMUNICATIONS INC, COMBRIDGE SRL, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, FULL SERVICE NETWORK LP, IPC, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, SEGRA, SPECTRUM, SPOKE - AT&T, T-MOBILE, TELCO EXPERTS LLC, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO, ZITO MEDIA",Carnegie Library Of Pittsburgh
Observer Publishing Co,122 S Main St,Washington,Pennsylvania,15301,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,http://www.observer-reporter.com,724-222-2200,https://www.linkedin.com/company/observer-reporter,270,5905,1610,18551.25,Commercial Building,Red,observer publishing,122 s main st|15301,Connected,OnNet,Commercial Building,Fiber,30,DQE COMMUNICATIONS,US86GX5Q94+J63BS00,,,Existing Lit - Single Entrance,Building,,No,,,,0,ok,US,1808,Observer Publishing Co,http://www.observer-reporter.com,724-222-2200,https://www.linkedin.com/company/observer-reporter,1610,18551.25,500000000,Newspaper Publishers,1700,N/A,35,0,OnNet,Fiber,Connected,"ALTICE USA, AT&T, Beyond Reach, COGECO COMMUNICATIONS INC, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, FIDIUM, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PENTELEDATA, PHOENIX TOWER INTERNATIONAL, SEGRA, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZITO MEDIA","Reimagine Main Street, Swc Realty Of Florida"
Focus Brands,315 Washington Rd,Washington,Pennsylvania,15301,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://focusbrands.com,724-229-8443,https://www.linkedin.com/company/focus-brands,80,5885,31612,2302456.81,Commercial Building,Green,focus brands,315 washington rd|15301,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US86GX5QPF+XWPBS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,Focus Brands,http://focusbrands.com,510-596-0100,https://www.linkedin.com/company/focus-brands,31612,1241250.24,500000000,All Other Miscellaneous Retailers,1847,N/A,7413,615,OnNet,Fiber,Connected,"AT&T, Beyond Reach, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, EXTENET SYSTEMS, FRONTIER COMMUNICATIONS, KINBER, LUMOS NETWORKS, PENTELEDATA, SEGRA, SPECTRUM, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS",N/A
Gateway Grill,4251 Northern Pike,Monroeville,Pennsylvania,15146,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://gatewaygrill.net,412-372-2977,https://www.linkedin.com/company/gateway-grill,80,5885,82,6995,Commercial Building,Green,gateway grill,4251 northern pike|15146,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2C6MV+JHMBS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,Gateway Grill,http://gatewaygrill.net,,https://www.linkedin.com/company/gateway-grill,82,7370.00,5000000,Full-Service Restaurants,1978,N/A,7,779,OnNet,Fiber,Connected,"AT&T, Beyond Reach, CNI, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, PHOENIX TOWER INTERNATIONAL, SEGRA, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO","Dairy Queen, Penn Gyros And Kebab, MON VALLEY LAUNDROMAT, Monroeville 24hr Laundromat"
Abc Transit,320 Poplar St,Pittsburgh,Pennsylvania,15223,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.abctransit.com,412-782-4110,,230,5805,242,12351.25,Commercial Building,Green,abc transit,320 poplar st|15223,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2F3R3+XR4BS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,Abc Transit,https://www.abctransit.com,,,242,12670.00,25000000,Interurban and Rural Bus Transportation,2019,N/A,13,1936,OnNet,Fiber,Connected,"2PIFI INC, AT&T, Beyond Reach, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, FIDIUM, FRONTIER COMMUNICATIONS, KINBER, LUMOS NETWORKS, PHOENIX TOWER INTERNATIONAL, SEGRA, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO",N/A
Allegheny Health Network,950 2nd Ave,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.alleghenycounty.us,412-350-2000,https://www.linkedin.com/company/allegheny-county,340,5725,8346,240825.25,"Commercial Building,Government,Health Care",Red,allegheny health network,950 2nd ave|15219,Connected,OnNet,"Health Care,Government,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2C2M4+RGHBS00,,,Fiber Ready - Single Entrance,Building,,No,Allegheny County Jail,,,0,ok,US,1788,Allegheny Health Network,https://www.alleghenycounty.us,412-350-9003,https://www.linkedin.com/company/allegheny-county,7569,233497.00,1000000000,"Offices of Physicians, Mental Health Specialists",1788,N/A,904,0,OnNet,Fiber,Connected,"2PIFI INC, ALTICE USA, AT&T, Beyond Reach, CNI, COMCAST, CROWN CASTLE, CSX TRANSPORTATION, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, FULL SERVICE NETWORK LP, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, SEGRA, SPECTRUM, T-MOBILE, TELCO EXPERTS LLC, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO, ZITO MEDIA","Chaplains Office, Foundation Of Hope, John J Kane Regional Center Scott Twp"
R J Lee Group,350 Hochberg Rd,Monroeville,Pennsylvania,15146,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,http://www.rjlg.com,724-325-1776,https://www.linkedin.com/company/r-j-lee-group-inc,170,5725,246,12595,Commercial Building,Red,r j lee group,350 hochberg rd|15146,Connected,OnNet,Commercial Building,Fiber,30,DQE COMMUNICATIONS,US87G2C7X9+MR7BS00,,,Fiber Ready - Single Entrance,Building,,No,,,,0,ok,US,1985,R J Lee Group,http://www.rjlg.com,510-567-0480,https://www.linkedin.com/company/r-j-lee-group-inc,246,12595.00,75000000,Testing Laboratories and Services,1984,N/A,12,0,OnNet,Fiber,Connected,"AT&T, Beyond Reach, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, FIDIUM, FIRSTLIGHT, KINBER, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE",N/A
Southern Polymer,2080 N Main St,Washington,Pennsylvania,15301,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://washingtonpennplastic.com,724-223-0158,https://www.linkedin.com/company/west-penn-plastic-inc,300,5685,456,10815.01,Commercial Building,Yellow,southern polymer,2080 n main st|15301,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US86GX6P3R+PQXBS00,,,Estimated - Single Entrance Only,Building,,No,,,200,5000,ok,,,Southern Polymer,http://washingtonpennplastic.com,770-916-0607,https://www.linkedin.com/company/west-penn-plastic-inc,456,10815.01,75000000,All Other Miscellaneous Chemical Product and Preparation Manufacturing,1984,N/A,19,1249,OnNet,Fiber,Connected,"AT&T, Beyond Reach, COMCAST, DQE COMMUNICATIONS, FIDIUM, PENTELEDATA, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS",Washington Penn Plastic Co
Hvl,112 Technology Dr,Pittsburgh,Pennsylvania,15275,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://extra-cell.com,412-722-0432,,465,5665,465,5665,Commercial Building,Red,hvl,112 technology dr|15275,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US86GXFQ3W+X6FBS00,,,ConnectBase - Pending Estimate,Building,,,,,,,ok,,,Hvl,http://extra-cell.com,412-722-0432,,465,5665.00,10000000,Small Electrical Appliance Manufacturing,1997,N/A,1,760,OnNet,Fiber,Connected,"2PIFI INC, AT&T, Beyond Reach, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, FIDIUM, LUMEN TECHNOLOGIES, SPECTRUM, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS","Pearl's Nails, Seroyal Usa, St Clair Sportswear, Hds Marketing, Douglas Laboratories, Nestle Health"
THE HOME DEPOT,255 Murtland Ave,Washington,Pennsylvania,15301,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.homedepot.com,724-229-7849,https://www.linkedin.com/company/the-home-depot,167,5629,674767,13235747.28,Commercial Building,Green,home depot,255 murtland ave|15301,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US86GX5QJ9+X87BS00,,,ConnectBase - Pending Estimate,Building,,,,,,,ok,,,THE HOME DEPOT,https://www.homedepot.com,,https://www.linkedin.com/company/the-home-depot,642235,5590738.02,88519000000,General Rental Centers,1988,N/A,4092,1433,OnNet,Fiber,Connected,"ALTICE USA, AT&T, BUCKEYE BROADBAND, Beyond Reach, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, EXTENET SYSTEMS, FRONTIER COMMUNICATIONS, KINBER, LUMOS NETWORKS, PENTELEDATA, SEGRA, SPECTRUM, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS","Washington Financial Bank, Waffle House, Bridgeville Financial"
Baw Plastics,2148 Century Dr,Clairton,Pennsylvania,15025,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.allbrainscreatedreams.com,412-384-3100,https://www.linkedin.com/company/baw-plastics-inc,230,5605,230,5605,Commercial Building,Green,baw plastics,2148 century dr|15025,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G273MR+FCXBS00,,,,,,,,,,,ok,,1981,Baw Plastics,https://www.allbrainscreatedreams.com,412-384-3100,https://www.linkedin.com/company/baw-plastics-inc,230,5605,75000000,All Other Plastics Product Manufacturing,2012,N/A,1,201,Near Net,Fiber,Not Connected,"AT&T, Beyond Reach, COMCAST, DQE COMMUNICATIONS, LUMOS NETWORKS, PHOENIX TOWER INTERNATIONAL, SEGRA, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS",N/A
Allegheny Health Network,542 4th Ave,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.alleghenycounty.us,412-687-2243,https://www.linkedin.com/company/allegheny-county,330,5565,8346,240825.25,"Commercial Building,Government",Red,allegheny health network,542 4th ave|15219,Not Connected,Near Net,"Government,Commercial Building",Fiber,60,DQE COMMUNICATIONS,US87G2C2P3+VGXBS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,1788,Allegheny Health Network,https://www.alleghenycounty.us,412-350-9003,https://www.linkedin.com/company/allegheny-county,7569,233497.00,1000000000,"Offices of Physicians, Mental Health Specialists",1788,N/A,904,0,OnNet,Fiber,Connected,"2PIFI INC, ALTICE USA, AT&T, BUCKEYE BROADBAND, Beyond Reach, CNI, COGENT COMMUNICATIONS INC, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, FULL SERVICE NETWORK LP, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, SEGRA, SPECTRUM, SPOKE - AT&T, T-MOBILE, TELCO EXPERTS LLC, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO, ZITO MEDIA",John J Kane Regional Center Scott Twp
R T Patterson Co,230 3rd Ave,Pittsburgh,Pennsylvania,15222,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.rtpatterson.com,412-227-6600,https://www.linkedin.com/company/r.-t.-patterson-company,99,5482.5,142,9410,Commercial Building,Yellow,r t patterson,230 3rd ave|15222,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US86GXCXQX+F57BS00,,,Estimated - Single Entrance Only,Building,,No,,,100,0,ok,,1959,R T Patterson Co,http://www.rtpatterson.com,812-473-8654,https://www.linkedin.com/company/r.-t.-patterson-company,142,9410.00,25000000,Engineering Services,1956,N/A,11,156,OnNet,Fiber,Connected,"2PIFI INC, ALTICE USA, AT&T, BLUE WIRELESS, Beyond Reach, CNI, COGENT COMMUNICATIONS INC, COMBRIDGE SRL, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, FULL SERVICE NETWORK LP, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, SEGRA, SPECTRUM, SPOKE - AT&T, T-MOBILE, TELCO EXPERTS LLC, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO, ZITO MEDIA",Alco Parking
Allegheny Health Network,100 9th St,McKeesport,Pennsylvania,15132,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.alleghenycounty.us,412-675-8600,https://www.linkedin.com/company/allegheny-county,320,5405,8346,240825.25,"Commercial Building,Health Care",Red,allegheny health network,100 9th st|15132,Connected,OnNet,"Health Care,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G284WM+96XBS00,,,Existing Lit - Single Entrance,Building,,No,,,,0,ok,US,1788,Allegheny Health Network,https://www.alleghenycounty.us,412-350-9003,https://www.linkedin.com/company/allegheny-county,7569,233497.00,1000000000,"Offices of Physicians, Mental Health Specialists",1788,N/A,904,0,OnNet,Fiber,Connected,"AT&T, Beyond Reach, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, ZAYO","John J Kane Regional Center Scott Twp, Ruby Ann Colocar"
Allegheny Intermediate Unit 3 Foundation,555 N Lewis Run Rd,Clairton,Pennsylvania,15025,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.aiu3.net,412-469-2551,https://www.linkedin.com/company/allegheny-intermediate-unit,160,5405,1321,53183,"Commercial Building,Government",Red,allegheny intermediate unit 3 foundation,555 n lewis run rd|15025,Connected,OnNet,"Government,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G283F6+FCPBS00,,,Existing Lit - Single Entrance,Building,,No,,,,0,ok,US,1970,Allegheny Intermediate Unit 3 Foundation,https://www.aiu3.net,412-394-5700,https://www.linkedin.com/company/allegheny-intermediate-unit,1321,53183.00,500000000,Libraries and Archives,1984,N/A,44,0,OnNet,Fiber,Connected,"AT&T, Beyond Reach, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, FIRSTLIGHT, KINBER, PHOENIX TOWER INTERNATIONAL, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS",N/A
Chelsea Building Products,565 Cedar Way,Oakmont,Pennsylvania,15139,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.chelseabuildingproducts.com,888-675-8629,https://www.linkedin.com/company/chelsea-building-products,200,5285,215,7003.44,Commercial Building,Green,chelsea building products,565 cedar way|15139,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2G593+XRWBS00,,,Estimated - Single Entrance Only,Building,,No,,,600,4500,ok,,1975,Chelsea Building Products,https://www.chelseabuildingproducts.com,888-675-8629,https://www.linkedin.com/company/chelsea-building-products,215,7003.44,75000000,All Other Miscellaneous Manufacturing,1975,N/A,8,668,OnNet,Fiber,Connected,"AT&T, Beyond Reach, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, FIDIUM, LUMOS NETWORKS, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS",N/A
Gt Worldwide Logistics,100 Commerce Dr,Pittsburgh,Pennsylvania,15275,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.shipgt.com,412-920-1336,https://www.linkedin.com/company/gt-worldwide-logistics-inc-,150,5285,152,6260,Commercial Building,Red,gt worldwide logistics,100 commerce dr|15275,Connected,OnNet,Commercial Building,Fiber,30,DQE COMMUNICATIONS,US86GXFR54+25JBS00,,,Existing Lit - Single Entrance,Building,,No,,,,0,ok,US,1983,Gt Worldwide Logistics,https://www.shipgt.com,412-920-1336,https://www.linkedin.com/company/gt-worldwide-logistics-inc-,152,6260.00,75000000,Administrative Management and General Management Consulting Services,2007,N/A,6,0,OnNet,Fiber,Connected,"2PIFI INC, AT&T, Beyond Reach, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, FIDIUM, FRONTIER COMMUNICATIONS, LUMEN TECHNOLOGIES, PHOENIX TOWER INTERNATIONAL, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE","Opendoor, Paradigm Trnsp Mgt Group, Automatic Data Processing Inc (ADP), R&r Express"
VERIZON,163 Quinn Dr,Pittsburgh,Pennsylvania,15275,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.verizon.com,,https://www.linkedin.com/company/verizon,71,5255,366648,36476979.25,Commercial Building,Green,verizon,163 quinn dr|15275,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US86GXCRWC+H33BS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,688,OnNet,Fiber,Connected,"2PIFI INC, AT&T, Beyond Reach, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, FIDIUM, SPECTRUM, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS",N/A
Washington County Hospital,289 North Ave,Washington,Pennsylvania,15301,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.washingtonhospital.org,724-942-6100,https://www.linkedin.com/company/1420972,308,5213,709,20715,"Commercial Building,Health Care",Red,washington county hospital,289 north ave|15301,Not Connected,Near Net,"Commercial Building,Health Care",Fiber,60,DQE COMMUNICATIONS,US86GX5QH7+QGGBS00,,,Estimated - Single Entrance Only,Building,,No,,,500,6500,ok,,,Washington County Hospital,https://www.washingtonhospital.org,724-225-7000,https://www.linkedin.com/company/1420972,709,20295.00,500000000,Nursing Care Facilities (Skilled Nursing Facilities),1977,N/A,64,672,OnNet,Fiber,Connected,"ALTICE USA, AT&T, BUCKEYE BROADBAND, Beyond Reach, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, FIDIUM, KINBER, LUMOS NETWORKS, PENTELEDATA, SEGRA, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS","Washington Hospital, Early Intervention & Fmly Svcs, Your Child's Place"
Brunner,11 Stanwix St,Pittsburgh,Pennsylvania,15222,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,http://www.brunnerworks.com,412-995-9500,https://www.linkedin.com/company/brunner-inc,150,5085,152,5550,"Commercial Building,Government,Health Care",Red,brunner,11 stanwix st|15222,Connected,OnNet,"Health Care,Government,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US86GXCXQV+JG6BS00,,,Existing Lit- Type 1,Building - Property Owner,6 Gateway Ctr,No,,"ELE001 11 Stanwix, LLC",,0,ok,US,1989,Brunner,http://www.brunnerworks.com,202-741-8000,https://www.linkedin.com/company/brunner-inc,152,5550.00,75000000,Marketing Consulting Services,1988,N/A,8,0,OnNet,Fiber,Connected,"2PIFI INC, ALTICE USA, AT&T, BLUE WIRELESS, Beyond Reach, CNI, COGENT COMMUNICATIONS INC, COMBRIDGE SRL, COMCAST, CROWN CASTLE, CSX TRANSPORTATION, DQE COMMUNICATIONS, EXTENET SYSTEMS, FIDIUM, FIRSTLIGHT, FULL SERVICE NETWORK LP, KINBER, LUMEN TECHNOLOGIES, LUMOS NETWORKS, MOMENTUM TELECOM, PHOENIX TOWER INTERNATIONAL, SEGRA, SPECTRUM, SPOKE - AT&T, T-MOBILE, TELCO EXPERTS LLC, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS, WINDSTREAM WHOLESALE, ZAYO, ZITO MEDIA","Aetna Inc, Goldberg Persky & White, Ameri Health Casualty, Strategic Investment Fund, 309 Smithfield Associates, GOOGLE, Tambellini Event Catering, Allegheny Conference On Community Development, Greater Pittsburgh Chamber Of Commerce, Yukevich Marchetti Liekar, Axiall, Penn Cove Group Capital, Wells Fargo, Wealth Enhancement Group, Public Welfare Dept, CLEARLEAP INC., Bluebird Kitchen, Wsp | Parsons Brinckerhoff, Carmeuse Industrial Sands, Chartwell Group, Pardo Properties, H W Keister Associates, Pittsburgh Regional Alliance, Victory Merchant Solutions, 11 Stanwix, Whiteford Taylor And Preston, Plan4 Retirement Consultants, Holc Health And Fitness @ Strengthlab, Gilbane, Independence Blue Cross, Yates Buick Pontiac Gmc, Omega Federal Credit Union, KeyBank, Ikm, COGENT COMMUNICATIONS INC, Hazen And Sawyer Dpc, Cmmi Institute, Synergy Commerce, Cohen And Grigsby Law Library"
Sams Club,3621 William Penn Hwy,Monroeville,Pennsylvania,15146,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.samsclub.com/sams/homepage.jsp,412-856-7162,https://www.linkedin.com/company/sam's-club,200,5085,80053,1675742.94,"Commercial Building,Health Care",Green,sams club,3621 william penn hwy|15146,Not Connected,Near Net,"Commercial Building,Health Care",Fiber,60,DQE COMMUNICATIONS,US87G2C6P2+J6QBS00,,,ConnectBase - Pending Estimate,Building,,,,,,,ok,,1983,Sams Club,https://www.samsclub.com/sams/homepage.jsp,907-276-2996,https://www.linkedin.com/company/sam's-club,80053,1248823.60,1000000000,Pharmacies and Drug Retailers,1956,N/A,2817,975,OnNet,Fiber,Connected,"AT&T, Beyond Reach, COMCAST, CROWN CASTLE, DQE COMMUNICATIONS, FIDIUM, LUMOS NETWORKS, PHOENIX TOWER INTERNATIONAL, SANGOMA, T-MOBILE, VERIZON, VIASAT COMMUNICATIONS, WILINE NETWORKS","Lucid Hearing, 3621 William Penn Hwy Parking"
